brand,category,cpu,ram,ram_type,storage,ssd,ssd_size,graphics_card,graphics_card_size,size_inch,os,battery_wh,weight_kg,price
Apple,Student,Apple M2,4,Unified,512GB,No,,Integrated,,14.0,macOS,80,2.3,121045
Asus,Student,Intel i3,24,DDR3,512GB,Yes,512GB,Integrated,,14.0,Windows 10,50,1.8,78250
Acer,Student,Ryzen 7,24,DDR3,2TB,No,,AMD,6GB,14.0,Windows 10,45,1.8,131142
Apple,Gaming,Apple M2,12,Unified,256GB,Yes,1TB,Nvidia,8GB,14.0,macOS,70,2.3,182751
MSI,Business,Ryzen 3,16,DDR3,256GB,Yes,512GB,AMD,8GB,14.0,Windows 10,80,2.3,98424
Apple,Business,Apple M2,16,Unified,256GB,Yes,256GB,Nvidia,8GB,15.6,macOS,55,2.6,179293
Asus,Home,Intel i3,4,DDR3,2TB,Yes,1TB,Integrated,,16.0,Windows 11,60,2.3,69534
MSI,Business,Intel i3,4,DDR4,256GB,No,,Nvidia,4GB,13.0,Windows 10,45,1.6,71380
Dell,Student,Ryzen 7,16,DDR4,2TB,Yes,1TB,Integrated,,15.6,Windows 10,45,2.6,105106
MSI,Student,Intel i7,24,DDR5,256GB,Yes,256GB,Integrated,,16.0,Windows 11,70,2.0,95422
Acer,Student,Intel i7,4,DDR4,512GB,Yes,256GB,AMD,6GB,15.6,Windows 10,45,1.6,91567
Lenovo,Home,Ryzen 5,4,DDR3,2TB,Yes,512GB,Integrated,,13.0,Windows 10,55,1.4,73163
Lenovo,Gaming,Intel i5,16,DDR4,2TB,Yes,512GB,AMD,4GB,15.6,Windows 10,50,2.0,124519
Asus,Gaming,Ryzen 7,4,DDR5,512GB,Yes,512GB,Nvidia,4GB,15.6,Windows 11,70,2.6,108592
Acer,Home,Intel i7,8,DDR4,2TB,Yes,512GB,Integrated,,13.0,Windows 10,45,2.3,90671
Acer,Student,Intel i7,8,DDR3,1TB,Yes,256GB,Integrated,,13.0,Windows 11,60,2.6,82374
Asus,Home,Ryzen 3,16,DDR3,2TB,Yes,2TB,Integrated,,15.6,Windows 10,45,2.3,86486
Samsung,Home,Ryzen 3,8,DDR4,256GB,Yes,512GB,AMD,6GB,13.0,Windows 10,55,1.6,72167
Asus,Gaming,Intel i3,12,DDR5,2TB,No,,Nvidia,4GB,15.6,Windows 11,50,1.8,111568
Acer,Student,Intel i7,8,DDR3,256GB,Yes,256GB,Nvidia,8GB,16.0,Windows 10,60,1.8,102593
MSI,Business,Intel i7,24,DDR5,512GB,Yes,512GB,Nvidia,4GB,13.0,Windows 11,70,1.6,129283
Asus,Business,Ryzen 5,4,DDR3,256GB,Yes,2TB,Nvidia,2GB,13.0,Windows 11,55,1.8,79925
Apple,Home,Apple M1,16,Unified,512GB,Yes,512GB,Integrated,,16.0,macOS,60,2.0,129894
Asus,Student,Ryzen 7,8,DDR4,1TB,Yes,512GB,Integrated,,15.6,Windows 11,80,1.4,84113
Samsung,Business,Ryzen 7,16,DDR5,2TB,Yes,512GB,Integrated,,14.0,Windows 11,55,2.6,112844
Lenovo,Gaming,Ryzen 7,8,DDR3,512GB,Yes,256GB,Nvidia,2GB,16.0,Windows 10,80,2.0,112289
Acer,Business,Intel i3,24,DDR4,512GB,No,,Integrated,,15.6,Windows 11,45,1.6,86909
Samsung,Student,Ryzen 7,4,DDR4,2TB,Yes,256GB,Integrated,,14.0,Windows 10,80,2.6,87278
Asus,Gaming,Intel i7,12,DDR3,2TB,Yes,2TB,Integrated,,16.0,Windows 10,45,1.6,111433
HP,Student,Intel i5,12,DDR3,512GB,Yes,2TB,Integrated,,14.0,Windows 11,60,1.2,70236
HP,Student,Ryzen 3,4,DDR3,256GB,Yes,1TB,AMD,8GB,16.0,Windows 11,80,1.2,73924
Dell,Home,Intel i5,8,DDR5,2TB,Yes,2TB,Integrated,,14.0,Windows 11,60,1.8,83962
Apple,Gaming,Apple M2,8,Unified,1TB,Yes,1TB,Nvidia,2GB,14.0,macOS,70,2.3,177026
Samsung,Home,Intel i5,4,DDR4,512GB,Yes,2TB,Integrated,,15.6,Windows 10,80,2.6,59137
Asus,Student,Ryzen 7,24,DDR4,256GB,Yes,2TB,Integrated,,13.0,Windows 10,80,1.2,94410
HP,Business,Ryzen 3,12,DDR3,2TB,Yes,1TB,AMD,2GB,16.0,Windows 10,50,1.6,102769
Asus,Business,Intel i7,8,DDR5,2TB,Yes,256GB,Nvidia,2GB,15.6,Windows 11,55,1.2,117906
Lenovo,Home,Ryzen 7,16,DDR5,1TB,Yes,2TB,Integrated,,16.0,Windows 11,70,1.8,92134
HP,Gaming,Ryzen 7,16,DDR3,512GB,Yes,256GB,Integrated,,14.0,Windows 10,80,2.0,99591
Dell,Business,Ryzen 5,8,DDR4,512GB,Yes,512GB,Integrated,,13.0,Windows 11,50,2.0,69156
Acer,Student,Ryzen 5,24,DDR3,1TB,Yes,1TB,Integrated,,13.0,Windows 11,55,2.6,93320
HP,Student,Intel i7,4,DDR5,2TB,Yes,2TB,Integrated,,13.0,Windows 10,70,1.6,86659
Lenovo,Student,Intel i5,24,DDR4,512GB,Yes,1TB,Nvidia,2GB,14.0,Windows 10,45,1.2,108372
Samsung,Business,Ryzen 7,24,DDR3,512GB,Yes,256GB,Integrated,,16.0,Windows 10,55,1.8,108383
Asus,Business,Ryzen 5,12,DDR4,512GB,No,,Nvidia,2GB,15.6,Windows 10,50,2.0,92805
Dell,Business,Ryzen 3,24,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 11,55,2.3,87160
Samsung,Business,Ryzen 5,16,DDR4,2TB,Yes,256GB,Integrated,,15.6,Windows 11,55,1.8,102606
Asus,Business,Intel i3,4,DDR4,1TB,Yes,2TB,Nvidia,8GB,13.0,Windows 11,80,1.2,97858
Lenovo,Business,Intel i3,16,DDR5,512GB,Yes,1TB,Nvidia,2GB,14.0,Windows 11,60,2.0,97079
Lenovo,Business,Intel i5,24,DDR3,2TB,Yes,1TB,Integrated,,15.6,Windows 10,50,1.2,112892
Acer,Student,Ryzen 7,24,DDR4,1TB,Yes,2TB,AMD,6GB,14.0,Windows 11,80,2.0,124184
Samsung,Student,Intel i3,16,DDR4,1TB,No,,Nvidia,8GB,14.0,Windows 11,70,2.6,101537
MSI,Business,Ryzen 7,24,DDR5,2TB,Yes,256GB,Integrated,,16.0,Windows 11,45,1.4,125315
HP,Gaming,Ryzen 7,16,DDR3,2TB,Yes,256GB,Integrated,,15.6,Windows 10,70,1.8,117688
Apple,Business,Apple M2,16,Unified,1TB,Yes,2TB,Integrated,,16.0,macOS,45,2.0,157656
Apple,Student,Apple M1,12,Unified,256GB,Yes,256GB,Nvidia,8GB,15.6,macOS,45,1.2,153976
MSI,Business,Intel i5,4,DDR4,2TB,Yes,256GB,Integrated,,13.0,Windows 11,60,2.6,80495
Samsung,Business,Ryzen 5,8,DDR4,2TB,Yes,512GB,Integrated,,14.0,Windows 11,60,1.4,90031
Dell,Home,Ryzen 5,8,DDR5,1TB,Yes,256GB,Nvidia,2GB,13.0,Windows 11,60,1.8,93557
Apple,Gaming,Apple M2,16,Unified,256GB,No,,Nvidia,2GB,15.6,macOS,80,2.3,173839
HP,Home,Intel i5,24,DDR5,1TB,Yes,1TB,Integrated,,16.0,Windows 10,55,1.8,92223
Apple,Home,Apple M2,4,Unified,256GB,Yes,2TB,Integrated,,14.0,macOS,70,1.6,122640
HP,Home,Intel i7,16,DDR4,2TB,Yes,1TB,AMD,4GB,14.0,Windows 11,50,2.6,117428
HP,Business,Intel i7,16,DDR5,1TB,Yes,1TB,Integrated,,13.0,Windows 11,45,2.0,102392
HP,Gaming,Intel i7,16,DDR3,2TB,Yes,512GB,Integrated,,16.0,Windows 10,45,1.6,120934
Samsung,Business,Ryzen 5,4,DDR5,256GB,Yes,2TB,Integrated,,13.0,Windows 11,60,1.8,59890
Lenovo,Gaming,Intel i3,12,DDR4,512GB,No,,Integrated,,15.6,Windows 11,70,2.0,75418
HP,Home,Ryzen 3,24,DDR4,256GB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,50,2.6,98315
Samsung,Home,Ryzen 7,4,DDR3,512GB,Yes,1TB,Integrated,,16.0,Windows 10,50,2.0,70699
Acer,Business,Ryzen 5,24,DDR4,256GB,Yes,2TB,Integrated,,14.0,Windows 10,55,2.3,92636
Acer,Home,Ryzen 7,12,DDR5,512GB,Yes,1TB,Nvidia,8GB,15.6,Windows 11,60,1.8,113158
Asus,Business,Intel i5,8,DDR3,512GB,Yes,512GB,AMD,2GB,13.0,Windows 10,80,2.6,86810
Apple,Business,Apple M1,4,Unified,512GB,Yes,256GB,Integrated,,13.0,macOS,70,1.8,118229
Samsung,Business,Ryzen 7,12,DDR5,256GB,Yes,512GB,Nvidia,4GB,13.0,Windows 10,70,1.2,106216
MSI,Home,Ryzen 3,24,DDR3,256GB,Yes,512GB,Integrated,,14.0,Windows 11,45,1.2,79598
MSI,Home,Intel i7,8,DDR4,256GB,Yes,2TB,Nvidia,6GB,16.0,Windows 10,60,1.4,95521
Acer,Home,Intel i5,4,DDR4,512GB,No,,AMD,2GB,13.0,Windows 11,45,2.3,69644
MSI,Gaming,Intel i5,24,DDR4,512GB,Yes,1TB,Integrated,,15.6,Windows 10,45,2.3,103276
Samsung,Home,Intel i7,8,DDR5,512GB,Yes,2TB,Nvidia,6GB,16.0,Windows 10,45,2.0,99541
Lenovo,Student,Intel i7,8,DDR4,512GB,Yes,256GB,Nvidia,4GB,15.6,Windows 10,55,1.8,94496
MSI,Home,Ryzen 5,24,DDR3,256GB,Yes,256GB,Nvidia,8GB,13.0,Windows 10,70,1.8,114909
Dell,Student,Intel i5,8,DDR4,512GB,No,,Integrated,,13.0,Windows 11,80,1.6,60803
HP,Gaming,Ryzen 3,12,DDR5,512GB,Yes,256GB,AMD,4GB,16.0,Windows 11,80,2.3,97712
Lenovo,Home,Ryzen 7,16,DDR5,256GB,Yes,256GB,Nvidia,4GB,13.0,Windows 11,80,1.4,106933
HP,Gaming,Ryzen 7,4,DDR5,2TB,Yes,2TB,Nvidia,8GB,14.0,Windows 11,60,1.2,131237
Lenovo,Student,Intel i3,16,DDR3,512GB,Yes,512GB,Integrated,,14.0,Windows 10,50,1.2,70740
Asus,Student,Ryzen 7,4,DDR5,512GB,Yes,1TB,Nvidia,6GB,14.0,Windows 10,45,2.3,93561
Lenovo,Gaming,Intel i3,4,DDR3,512GB,Yes,512GB,AMD,8GB,14.0,Windows 11,70,1.8,92779
Asus,Gaming,Ryzen 7,8,DDR4,512GB,Yes,2TB,AMD,2GB,13.0,Windows 10,45,2.3,104966
Apple,Business,Apple M2,8,Unified,2TB,Yes,256GB,AMD,8GB,15.6,macOS,50,1.6,183014
Asus,Gaming,Ryzen 5,4,DDR4,512GB,Yes,2TB,AMD,6GB,15.6,Windows 11,70,2.3,97276
MSI,Home,Ryzen 5,12,DDR4,512GB,Yes,512GB,Integrated,,13.0,Windows 11,50,1.6,73879
MSI,Student,Intel i3,24,DDR5,512GB,Yes,256GB,Integrated,,13.0,Windows 10,70,2.3,81711
Acer,Student,Intel i5,24,DDR4,2TB,Yes,2TB,AMD,8GB,14.0,Windows 10,55,1.6,132091
Apple,Business,Apple M2,8,Unified,256GB,Yes,2TB,AMD,6GB,14.0,macOS,50,1.6,158863
Asus,Home,Intel i3,8,DDR4,256GB,No,,AMD,8GB,15.6,Windows 10,55,1.8,76756
Dell,Home,Ryzen 3,12,DDR5,256GB,Yes,256GB,Nvidia,2GB,16.0,Windows 10,45,2.3,79219
Acer,Student,Intel i3,24,DDR4,512GB,Yes,256GB,Integrated,,16.0,Windows 11,45,2.6,83052
HP,Home,Ryzen 3,12,DDR5,512GB,No,,Integrated,,16.0,Windows 11,60,1.2,61911
Dell,Home,Ryzen 3,8,DDR4,256GB,Yes,2TB,Integrated,,15.6,Windows 11,70,2.3,55621
Dell,Gaming,Ryzen 7,12,DDR3,1TB,No,,Nvidia,2GB,14.0,Windows 11,50,1.4,116566
Samsung,Student,Intel i7,8,DDR3,512GB,Yes,512GB,Integrated,,13.0,Windows 10,60,2.0,75065
Dell,Business,Ryzen 3,4,DDR3,1TB,Yes,2TB,Nvidia,6GB,14.0,Windows 11,60,2.6,90910
Samsung,Business,Intel i7,12,DDR4,1TB,Yes,512GB,AMD,2GB,14.0,Windows 11,55,1.8,108543
Samsung,Student,Ryzen 7,12,DDR5,1TB,Yes,2TB,AMD,6GB,14.0,Windows 11,55,1.4,107323
Dell,Business,Ryzen 5,24,DDR3,256GB,Yes,2TB,Integrated,,14.0,Windows 10,70,2.0,94954
Dell,Home,Intel i5,4,DDR5,1TB,No,,AMD,6GB,16.0,Windows 10,50,2.3,80662
Samsung,Home,Ryzen 3,24,DDR3,2TB,Yes,256GB,Nvidia,4GB,16.0,Windows 10,80,1.6,119485
Samsung,Student,Ryzen 5,4,DDR4,1TB,Yes,2TB,Nvidia,4GB,15.6,Windows 10,45,1.4,86990
Acer,Business,Intel i7,8,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 10,50,1.8,81339
HP,Gaming,Intel i5,4,DDR3,2TB,Yes,512GB,Nvidia,2GB,13.0,Windows 11,70,1.4,111379
Asus,Gaming,Intel i3,4,DDR3,512GB,Yes,256GB,Integrated,,13.0,Windows 11,55,1.8,68121
Samsung,Home,Ryzen 7,8,DDR4,512GB,No,,Integrated,,15.6,Windows 11,60,2.0,73798
Apple,Business,Apple M2,12,Unified,512GB,Yes,2TB,Nvidia,6GB,15.6,macOS,70,1.4,176001
MSI,Student,Ryzen 3,8,DDR4,512GB,Yes,256GB,Integrated,,13.0,Windows 10,55,1.8,55811
Samsung,Business,Intel i5,8,DDR4,1TB,Yes,256GB,Nvidia,4GB,13.0,Windows 10,70,1.6,98097
HP,Home,Intel i3,12,DDR5,512GB,Yes,256GB,AMD,6GB,13.0,Windows 10,55,1.8,83850
Samsung,Business,Ryzen 7,4,DDR4,2TB,Yes,1TB,Nvidia,4GB,16.0,Windows 10,50,2.6,116735
MSI,Home,Intel i7,8,DDR4,1TB,Yes,1TB,Integrated,,14.0,Windows 10,50,1.4,83579
Acer,Business,Ryzen 3,4,DDR3,2TB,Yes,256GB,AMD,2GB,14.0,Windows 11,60,1.2,91968
Dell,Student,Ryzen 5,4,DDR4,1TB,Yes,1TB,AMD,6GB,13.0,Windows 10,45,1.6,88174
Samsung,Student,Ryzen 3,12,DDR5,2TB,Yes,1TB,AMD,6GB,16.0,Windows 10,80,2.3,103637
Apple,Business,Apple M2,12,Unified,2TB,No,,Nvidia,4GB,14.0,macOS,55,1.2,180371
Asus,Student,Intel i5,4,DDR5,1TB,Yes,256GB,Integrated,,16.0,Windows 10,60,1.4,66862
Acer,Gaming,Intel i3,4,DDR3,2TB,Yes,512GB,Integrated,,15.6,Windows 10,50,1.6,81425
Lenovo,Home,Ryzen 5,4,DDR4,1TB,Yes,2TB,Integrated,,13.0,Windows 10,80,2.3,64961
Apple,Gaming,Apple M1,4,Unified,2TB,Yes,2TB,Integrated,,14.0,macOS,60,2.3,142562
Apple,Business,Apple M2,24,Unified,2TB,Yes,1TB,Integrated,,15.6,macOS,50,1.6,183370
MSI,Gaming,Intel i7,24,DDR5,1TB,Yes,1TB,Integrated,,15.6,Windows 11,50,1.8,117442
Acer,Gaming,Ryzen 5,12,DDR3,512GB,Yes,1TB,AMD,8GB,13.0,Windows 11,60,2.6,111155
Asus,Student,Intel i7,4,DDR4,2TB,Yes,512GB,Nvidia,6GB,16.0,Windows 10,70,2.3,109399
Asus,Student,Intel i7,24,DDR5,256GB,Yes,512GB,AMD,6GB,15.6,Windows 10,55,1.6,112055
MSI,Gaming,Ryzen 5,8,DDR4,2TB,Yes,1TB,AMD,2GB,15.6,Windows 11,60,2.0,109928
MSI,Home,Intel i7,8,DDR5,1TB,Yes,256GB,Integrated,,15.6,Windows 10,55,1.6,83197
Apple,Home,Apple M1,12,Unified,512GB,Yes,1TB,Integrated,,14.0,macOS,60,2.0,124004
Samsung,Gaming,Intel i7,4,DDR3,256GB,Yes,1TB,Integrated,,13.0,Windows 10,80,2.3,81172
Acer,Business,Intel i3,8,DDR4,1TB,Yes,512GB,Integrated,,16.0,Windows 11,60,2.6,71580
Dell,Student,Ryzen 5,16,DDR4,256GB,Yes,1TB,AMD,4GB,13.0,Windows 10,55,1.6,89756
Acer,Gaming,Ryzen 3,8,DDR3,256GB,Yes,512GB,Integrated,,14.0,Windows 10,80,1.2,71885
HP,Home,Intel i3,24,DDR3,2TB,Yes,256GB,Nvidia,8GB,16.0,Windows 10,70,2.0,131231
Asus,Business,Ryzen 5,16,DDR3,2TB,No,,AMD,6GB,14.0,Windows 11,50,1.2,118551
MSI,Home,Ryzen 5,24,DDR3,256GB,Yes,2TB,Integrated,,15.6,Windows 10,70,2.3,82365
Asus,Student,Intel i3,8,DDR4,512GB,Yes,1TB,AMD,4GB,15.6,Windows 11,50,2.0,73593
Dell,Business,Intel i5,24,DDR5,256GB,Yes,1TB,Nvidia,6GB,15.6,Windows 11,70,1.8,116251
HP,Home,Intel i5,4,DDR3,512GB,Yes,512GB,Integrated,,16.0,Windows 10,45,2.6,55905
Apple,Gaming,Apple M2,12,Unified,1TB,Yes,256GB,Integrated,,13.0,macOS,80,1.8,164541
Samsung,Home,Intel i7,16,DDR4,512GB,Yes,512GB,Integrated,,16.0,Windows 10,80,1.2,85106
Asus,Home,Intel i3,8,DDR3,2TB,Yes,256GB,Integrated,,15.6,Windows 10,80,2.0,74904
Acer,Student,Ryzen 3,12,DDR3,512GB,Yes,512GB,Integrated,,16.0,Windows 11,70,1.2,61054
MSI,Gaming,Ryzen 3,16,DDR4,1TB,Yes,512GB,AMD,6GB,14.0,Windows 10,55,2.0,114532
Asus,Home,Intel i3,8,DDR3,1TB,Yes,256GB,Nvidia,8GB,16.0,Windows 10,60,2.6,93230
Samsung,Business,Intel i5,24,DDR5,1TB,No,,AMD,8GB,15.6,Windows 11,55,1.2,121795
Lenovo,Student,Ryzen 5,4,DDR3,2TB,No,,Integrated,,16.0,Windows 11,55,2.6,74171
Lenovo,Home,Ryzen 7,12,DDR3,2TB,Yes,256GB,Integrated,,16.0,Windows 11,45,1.8,95574
Samsung,Student,Ryzen 5,8,DDR5,2TB,Yes,512GB,AMD,6GB,13.0,Windows 10,55,1.6,105286
MSI,Home,Ryzen 5,8,DDR3,512GB,Yes,2TB,Integrated,,14.0,Windows 11,80,1.6,63392
MSI,Gaming,Ryzen 3,24,DDR4,2TB,Yes,512GB,Integrated,,15.6,Windows 10,60,1.4,116397
Acer,Business,Intel i7,24,DDR4,2TB,Yes,256GB,Integrated,,13.0,Windows 11,45,1.2,122050
Lenovo,Gaming,Ryzen 7,24,DDR5,256GB,Yes,1TB,Nvidia,2GB,14.0,Windows 10,50,1.8,132965
Samsung,Business,Intel i3,8,DDR3,512GB,No,,Integrated,,14.0,Windows 10,80,2.0,59692
Lenovo,Gaming,Intel i7,12,DDR5,1TB,Yes,512GB,Integrated,,16.0,Windows 11,70,2.3,99841
HP,Home,Ryzen 7,12,DDR3,2TB,Yes,2TB,Integrated,,13.0,Windows 10,55,1.2,97272
Lenovo,Gaming,Ryzen 3,12,DDR4,1TB,Yes,1TB,Nvidia,2GB,16.0,Windows 11,50,2.6,108253
Dell,Home,Intel i3,12,DDR4,2TB,Yes,2TB,AMD,6GB,13.0,Windows 11,60,1.8,100893
MSI,Home,Ryzen 3,16,DDR5,1TB,Yes,512GB,Integrated,,13.0,Windows 10,60,2.6,74762
Acer,Business,Intel i5,8,DDR5,1TB,Yes,256GB,AMD,6GB,13.0,Windows 10,60,1.6,98380
Asus,Home,Intel i7,4,DDR3,1TB,Yes,256GB,AMD,6GB,14.0,Windows 11,45,2.6,96819
Samsung,Home,Ryzen 7,24,DDR5,2TB,Yes,2TB,Integrated,,13.0,Windows 10,50,1.2,113862
Apple,Home,Apple M2,24,Unified,256GB,Yes,1TB,AMD,2GB,16.0,macOS,60,1.2,168470
MSI,Business,Ryzen 3,24,DDR5,2TB,Yes,1TB,Integrated,,16.0,Windows 10,70,1.4,103189
Dell,Student,Intel i5,24,DDR4,1TB,Yes,256GB,Nvidia,6GB,15.6,Windows 11,80,1.2,124459
MSI,Home,Ryzen 3,4,DDR3,256GB,Yes,2TB,Nvidia,8GB,14.0,Windows 11,55,2.0,77455
MSI,Home,Ryzen 7,16,DDR5,2TB,Yes,2TB,AMD,8GB,15.6,Windows 11,55,1.2,128151
Dell,Home,Intel i5,16,DDR3,512GB,Yes,2TB,AMD,6GB,16.0,Windows 11,45,1.4,99202
MSI,Business,Intel i3,16,DDR3,1TB,Yes,512GB,Integrated,,15.6,Windows 10,80,1.2,81426
Dell,Business,Ryzen 5,8,DDR3,256GB,No,,Nvidia,8GB,13.0,Windows 10,55,1.2,97700
Samsung,Gaming,Ryzen 7,24,DDR3,512GB,Yes,1TB,Integrated,,16.0,Windows 11,50,1.2,111045
MSI,Gaming,Intel i5,16,DDR3,512GB,Yes,256GB,Integrated,,16.0,Windows 11,55,1.6,92767
HP,Student,Ryzen 5,4,DDR3,512GB,Yes,512GB,AMD,6GB,15.6,Windows 11,80,1.2,81150
Dell,Home,Ryzen 7,8,DDR5,1TB,Yes,2TB,Nvidia,2GB,15.6,Windows 11,70,2.3,102438
Apple,Gaming,Apple M2,8,Unified,2TB,Yes,256GB,Nvidia,2GB,16.0,macOS,50,1.8,188683
HP,Home,Intel i7,4,DDR3,512GB,Yes,512GB,Nvidia,8GB,16.0,Windows 11,45,2.6,101599
Apple,Business,Apple M1,4,Unified,1TB,Yes,1TB,AMD,6GB,15.6,macOS,50,1.2,145363
Lenovo,Gaming,Intel i5,8,DDR3,2TB,Yes,1TB,Nvidia,2GB,14.0,Windows 10,80,1.6,118460
Acer,Gaming,Ryzen 3,24,DDR5,512GB,Yes,256GB,Nvidia,2GB,14.0,Windows 10,55,1.4,114240
Apple,Home,Apple M2,24,Unified,512GB,Yes,1TB,Nvidia,6GB,15.6,macOS,45,2.6,186500
Lenovo,Business,Ryzen 7,24,DDR5,2TB,Yes,256GB,AMD,8GB,15.6,Windows 11,70,2.0,151569
Acer,Business,Ryzen 7,24,DDR4,512GB,Yes,512GB,Nvidia,8GB,15.6,Windows 11,50,2.6,137741
HP,Student,Ryzen 3,4,DDR4,2TB,Yes,2TB,Integrated,,15.6,Windows 11,45,1.8,69567
Asus,Gaming,Intel i7,4,DDR3,256GB,Yes,256GB,Nvidia,4GB,15.6,Windows 11,80,2.6,99939
Asus,Home,Ryzen 7,16,DDR3,2TB,Yes,256GB,Integrated,,16.0,Windows 11,70,2.3,106901
Lenovo,Business,Ryzen 7,16,DDR3,1TB,Yes,256GB,Integrated,,16.0,Windows 10,50,1.2,100555
Asus,Home,Ryzen 5,12,DDR4,512GB,Yes,1TB,Nvidia,6GB,13.0,Windows 10,80,1.6,98568
Samsung,Student,Intel i5,4,DDR5,2TB,Yes,1TB,Nvidia,8GB,14.0,Windows 11,60,2.3,105709
Asus,Business,Intel i3,12,DDR3,1TB,Yes,256GB,Integrated,,15.6,Windows 11,55,2.3,76898
Apple,Home,Apple M1,16,Unified,2TB,Yes,512GB,Nvidia,2GB,15.6,macOS,50,1.2,165813
Acer,Home,Ryzen 3,16,DDR3,2TB,Yes,512GB,Nvidia,2GB,16.0,Windows 10,45,1.4,108240
Dell,Student,Intel i5,8,DDR3,1TB,Yes,2TB,Integrated,,15.6,Windows 11,80,2.3,72660
Lenovo,Gaming,Intel i5,16,DDR5,256GB,Yes,1TB,Integrated,,13.0,Windows 11,55,2.6,88104
MSI,Gaming,Intel i7,8,DDR4,1TB,Yes,1TB,Integrated,,16.0,Windows 10,60,1.4,97944
Apple,Home,Apple M1,4,Unified,512GB,Yes,256GB,Integrated,,14.0,macOS,55,1.8,112922
Apple,Student,Apple M2,12,Unified,2TB,Yes,2TB,Integrated,,16.0,macOS,60,1.8,157250
Apple,Student,Apple M1,8,Unified,1TB,Yes,256GB,Integrated,,15.6,macOS,45,1.4,124360
Acer,Gaming,Intel i5,12,DDR4,1TB,Yes,512GB,Nvidia,6GB,15.6,Windows 10,80,2.3,117091
Asus,Student,Ryzen 3,4,DDR3,1TB,Yes,512GB,Integrated,,13.0,Windows 10,45,1.6,60114
Asus,Gaming,Ryzen 3,12,DDR3,2TB,Yes,1TB,AMD,2GB,14.0,Windows 11,60,1.8,109895
Dell,Business,Ryzen 5,12,DDR3,2TB,No,,Integrated,,15.6,Windows 10,45,1.2,92447
HP,Business,Intel i7,12,DDR5,256GB,Yes,512GB,Nvidia,6GB,15.6,Windows 10,45,1.4,110520
Acer,Home,Intel i5,8,DDR3,256GB,Yes,1TB,AMD,2GB,14.0,Windows 11,45,1.4,76719
Asus,Student,Intel i7,24,DDR5,1TB,Yes,512GB,Nvidia,2GB,16.0,Windows 11,45,1.8,125206
MSI,Student,Intel i5,4,DDR3,256GB,Yes,2TB,Nvidia,4GB,14.0,Windows 11,70,1.2,79493
Dell,Gaming,Ryzen 7,24,DDR3,512GB,Yes,1TB,Integrated,,13.0,Windows 11,60,2.0,112278
Asus,Business,Intel i7,24,DDR4,256GB,Yes,256GB,Nvidia,6GB,16.0,Windows 10,70,1.8,126456
Samsung,Home,Intel i3,16,DDR3,256GB,Yes,1TB,Integrated,,15.6,Windows 11,55,1.2,63672
MSI,Student,Ryzen 7,8,DDR4,256GB,Yes,256GB,Integrated,,14.0,Windows 11,45,2.3,69512
Acer,Gaming,Intel i7,16,DDR4,512GB,Yes,256GB,Nvidia,8GB,14.0,Windows 11,45,1.6,131859
Acer,Student,Intel i3,4,DDR3,1TB,Yes,256GB,AMD,2GB,15.6,Windows 11,80,2.0,71254
Acer,Student,Ryzen 3,24,DDR3,512GB,Yes,256GB,Integrated,,15.6,Windows 11,70,1.2,80655
Dell,Student,Intel i5,8,DDR5,2TB,No,,Integrated,,16.0,Windows 10,55,1.2,78107
HP,Home,Ryzen 3,12,DDR4,512GB,Yes,1TB,Integrated,,14.0,Windows 11,70,1.8,65575
Samsung,Home,Intel i5,12,DDR5,2TB,Yes,1TB,Integrated,,14.0,Windows 10,45,2.3,88885
HP,Business,Intel i5,24,DDR5,1TB,Yes,512GB,Integrated,,16.0,Windows 11,60,1.4,99801
Dell,Business,Ryzen 7,24,DDR5,2TB,Yes,2TB,Integrated,,16.0,Windows 10,45,1.2,125477
Asus,Gaming,Intel i3,12,DDR3,512GB,Yes,512GB,AMD,4GB,16.0,Windows 11,50,2.0,93221
Asus,Student,Ryzen 3,24,DDR5,2TB,Yes,256GB,Integrated,,16.0,Windows 11,55,1.6,99770
Apple,Home,Apple M2,12,Unified,256GB,Yes,1TB,AMD,4GB,14.0,macOS,55,2.6,152326
Lenovo,Gaming,Intel i7,24,DDR4,1TB,Yes,512GB,AMD,4GB,16.0,Windows 10,45,1.8,139733
Lenovo,Business,Intel i5,24,DDR3,256GB,Yes,1TB,AMD,8GB,15.6,Windows 10,55,2.6,116100
MSI,Business,Ryzen 7,4,DDR3,2TB,Yes,2TB,Integrated,,14.0,Windows 10,60,2.0,94891
Acer,Home,Ryzen 7,16,DDR5,1TB,Yes,1TB,AMD,4GB,16.0,Windows 10,60,1.2,112636
MSI,Home,Ryzen 7,24,DDR5,1TB,Yes,512GB,Integrated,,15.6,Windows 10,80,1.8,106856
Lenovo,Home,Intel i3,4,DDR4,256GB,Yes,2TB,Nvidia,2GB,14.0,Windows 11,50,1.2,69602
Samsung,Home,Ryzen 3,24,DDR4,512GB,Yes,1TB,AMD,4GB,16.0,Windows 10,45,2.3,100153
HP,Student,Intel i7,4,DDR5,512GB,No,,Nvidia,6GB,13.0,Windows 11,50,1.2,93210
Apple,Student,Apple M2,16,Unified,1TB,No,,Nvidia,4GB,16.0,macOS,55,1.2,173126
